LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
MEX,UNEMP,TOT,PC_LF,M,2002-11,2.918282,
MEX,UNEMP,TOT,PC_LF,M,2002-12,2.736636,
MEX,UNEMP,TOT,PC_LF,M,2003-01,2.918024,
MEX,UNEMP,TOT,PC_LF,M,2003-02,2.952158,
MEX,UNEMP,TOT,PC_LF,M,2003-03,3.131883,
MEX,UNEMP,TOT,PC_LF,M,2003-04,3.100215,
MEX,UNEMP,TOT,PC_LF,M,2003-05,3.199423,
MEX,UNEMP,TOT,PC_LF,M,2003-06,3.277076,
MEX,UNEMP,TOT,PC_LF,M,2003-07,3.582555,
MEX,UNEMP,TOT,PC_LF,M,2003-08,3.674761,
MEX,UNEMP,TOT,PC_LF,M,2003-09,3.825547,
MEX,UNEMP,TOT,PC_LF,M,2003-10,3.777958,
MEX,UNEMP,TOT,PC_LF,M,2003-11,3.951591,
MEX,UNEMP,TOT,PC_LF,M,2003-12,3.406973,
MEX,UNEMP,TOT,PC_LF,M,2004-01,3.799583,
MEX,UNEMP,TOT,PC_LF,M,2004-02,4.027035,
MEX,UNEMP,TOT,PC_LF,M,2004-03,3.926104,
MEX,UNEMP,TOT,PC_LF,M,2004-04,3.995207,
MEX,UNEMP,TOT,PC_LF,M,2004-05,3.890377,
MEX,UNEMP,TOT,PC_LF,M,2004-06,3.96981,
MEX,UNEMP,TOT,PC_LF,M,2004-07,3.799521,
MEX,UNEMP,TOT,PC_LF,M,2004-08,4.005783,
MEX,UNEMP,TOT,PC_LF,M,2004-09,3.848535,
MEX,UNEMP,TOT,PC_LF,M,2004-10,3.903794,
MEX,UNEMP,TOT,PC_LF,M,2004-11,3.817094,
MEX,UNEMP,TOT,PC_LF,M,2004-12,4.034063,B
MEX,UNEMP,TOT,PC_LF,M,2005-01,3.975158,
MEX,UNEMP,TOT,PC_LF,M,2005-02,3.703033,
MEX,UNEMP,TOT,PC_LF,M,2005-03,3.591992,
MEX,UNEMP,TOT,PC_LF,M,2005-04,3.818534,
MEX,UNEMP,TOT,PC_LF,M,2005-05,3.752531,
MEX,UNEMP,TOT,PC_LF,M,2005-06,3.944258,
MEX,UNEMP,TOT,PC_LF,M,2005-07,3.782412,
MEX,UNEMP,TOT,PC_LF,M,2005-08,3.333088,
MEX,UNEMP,TOT,PC_LF,M,2005-09,3.426018,
MEX,UNEMP,TOT,PC_LF,M,2005-10,3.411103,
MEX,UNEMP,TOT,PC_LF,M,2005-11,3.204231,
MEX,UNEMP,TOT,PC_LF,M,2005-12,3.19521,
MEX,UNEMP,TOT,PC_LF,M,2006-01,3.338046,
MEX,UNEMP,TOT,PC_LF,M,2006-02,3.594904,
MEX,UNEMP,TOT,PC_LF,M,2006-03,3.456815,
MEX,UNEMP,TOT,PC_LF,M,2006-04,3.403484,
MEX,UNEMP,TOT,PC_LF,M,2006-05,3.279408,
MEX,UNEMP,TOT,PC_LF,M,2006-06,3.595111,
MEX,UNEMP,TOT,PC_LF,M,2006-07,3.641483,
MEX,UNEMP,TOT,PC_LF,M,2006-08,3.676973,
MEX,UNEMP,TOT,PC_LF,M,2006-09,3.721912,
MEX,UNEMP,TOT,PC_LF,M,2006-10,3.703098,
MEX,UNEMP,TOT,PC_LF,M,2006-11,3.825849,
MEX,UNEMP,TOT,PC_LF,M,2006-12,3.878354,
MEX,UNEMP,TOT,PC_LF,M,2007-01,3.743093,
MEX,UNEMP,TOT,PC_LF,M,2007-02,3.877752,
MEX,UNEMP,TOT,PC_LF,M,2007-03,4.088524,
MEX,UNEMP,TOT,PC_LF,M,2007-04,3.691625,
MEX,UNEMP,TOT,PC_LF,M,2007-05,3.632856,
MEX,UNEMP,TOT,PC_LF,M,2007-06,3.511337,
MEX,UNEMP,TOT,PC_LF,M,2007-07,3.626812,
MEX,UNEMP,TOT,PC_LF,M,2007-08,3.611686,
MEX,UNEMP,TOT,PC_LF,M,2007-09,3.622642,
MEX,UNEMP,TOT,PC_LF,M,2007-10,3.732736,
MEX,UNEMP,TOT,PC_LF,M,2007-11,3.681421,
MEX,UNEMP,TOT,PC_LF,M,2007-12,3.762841,
MEX,UNEMP,TOT,PC_LF,M,2008-01,3.834737,
MEX,UNEMP,TOT,PC_LF,M,2008-02,3.762437,
MEX,UNEMP,TOT,PC_LF,M,2008-03,3.959803,
MEX,UNEMP,TOT,PC_LF,M,2008-04,3.697944,
MEX,UNEMP,TOT,PC_LF,M,2008-05,3.573048,
MEX,UNEMP,TOT,PC_LF,M,2008-06,3.801407,
MEX,UNEMP,TOT,PC_LF,M,2008-07,3.826238,
MEX,UNEMP,TOT,PC_LF,M,2008-08,3.84637,
MEX,UNEMP,TOT,PC_LF,M,2008-09,3.959694,
MEX,UNEMP,TOT,PC_LF,M,2008-10,3.908651,
MEX,UNEMP,TOT,PC_LF,M,2008-11,4.708126,
MEX,UNEMP,TOT,PC_LF,M,2008-12,4.778192,
MEX,UNEMP,TOT,PC_LF,M,2009-01,4.776784,
MEX,UNEMP,TOT,PC_LF,M,2009-02,5.103218,
MEX,UNEMP,TOT,PC_LF,M,2009-03,5.06482,
MEX,UNEMP,TOT,PC_LF,M,2009-04,5.363848,
MEX,UNEMP,TOT,PC_LF,M,2009-05,5.73024,
MEX,UNEMP,TOT,PC_LF,M,2009-06,5.478347,
MEX,UNEMP,TOT,PC_LF,M,2009-07,5.703154,
MEX,UNEMP,TOT,PC_LF,M,2009-08,5.838473,
MEX,UNEMP,TOT,PC_LF,M,2009-09,5.966423,
MEX,UNEMP,TOT,PC_LF,M,2009-10,5.681849,
MEX,UNEMP,TOT,PC_LF,M,2009-11,5.464932,
MEX,UNEMP,TOT,PC_LF,M,2009-12,5.298382,
MEX,UNEMP,WOMEN,PC_LF,M,2000-04,3.612687,
MEX,UNEMP,WOMEN,PC_LF,M,2000-05,3.742449,
MEX,UNEMP,WOMEN,PC_LF,M,2000-06,3.456792,
MEX,UNEMP,WOMEN,PC_LF,M,2000-07,3.459933,
MEX,UNEMP,WOMEN,PC_LF,M,2000-08,3.780049,
MEX,UNEMP,WOMEN,PC_LF,M,2000-09,3.563628,
MEX,UNEMP,WOMEN,PC_LF,M,2000-10,3.315955,
MEX,UNEMP,WOMEN,PC_LF,M,2000-11,3.114616,
MEX,UNEMP,WOMEN,PC_LF,M,2000-12,3.308082,
MEX,UNEMP,WOMEN,PC_LF,M,2001-01,2.875157,
MEX,UNEMP,WOMEN,PC_LF,M,2001-02,3.965184,
MEX,UNEMP,WOMEN,PC_LF,M,2001-03,3.528715,
MEX,UNEMP,WOMEN,PC_LF,M,2001-04,3.515505,
MEX,UNEMP,WOMEN,PC_LF,M,2001-05,3.563507,
MEX,UNEMP,WOMEN,PC_LF,M,2001-06,3.946579,
MEX,UNEMP,WOMEN,PC_LF,M,2001-07,3.73069,
MEX,UNEMP,WOMEN,PC_LF,M,2001-08,2.647073,
MEX,UNEMP,WOMEN,PC_LF,M,2001-09,3.37805,
MEX,UNEMP,WOMEN,PC_LF,M,2001-10,3.775968,
MEX,UNEMP,WOMEN,PC_LF,M,2001-11,3.870093,
MEX,UNEMP,WOMEN,PC_LF,M,2001-12,4.128594,
MEX,UNEMP,WOMEN,PC_LF,M,2002-01,4.041238,
MEX,UNEMP,WOMEN,PC_LF,M,2002-02,3.843932,
MEX,UNEMP,WOMEN,PC_LF,M,2002-03,3.888851,
MEX,UNEMP,WOMEN,PC_LF,M,2002-04,4.019888,
MEX,UNEMP,WOMEN,PC_LF,M,2002-05,4.026885,
MEX,UNEMP,WOMEN,PC_LF,M,2002-06,3.508739,
MEX,UNEMP,WOMEN,PC_LF,M,2002-07,3.643948,
MEX,UNEMP,WOMEN,PC_LF,M,2002-08,3.668706,
MEX,UNEMP,WOMEN,PC_LF,M,2002-09,3.440486,
MEX,UNEMP,WOMEN,PC_LF,M,2002-10,3.495262,
MEX,UNEMP,WOMEN,PC_LF,M,2002-11,3.770467,
MEX,UNEMP,WOMEN,PC_LF,M,2002-12,3.560894,
MEX,UNEMP,WOMEN,PC_LF,M,2003-01,3.753531,
MEX,UNEMP,WOMEN,PC_LF,M,2003-02,3.743686,
MEX,UNEMP,WOMEN,PC_LF,M,2003-03,4.149905,
MEX,UNEMP,WOMEN,PC_LF,M,2003-04,3.737024,
MEX,UNEMP,WOMEN,PC_LF,M,2003-05,3.904841,
MEX,UNEMP,WOMEN,PC_LF,M,2003-06,4.386221,
MEX,UNEMP,WOMEN,PC_LF,M,2003-07,4.352711,
MEX,UNEMP,WOMEN,PC_LF,M,2003-08,4.585322,
MEX,UNEMP,WOMEN,PC_LF,M,2003-09,4.899712,
MEX,UNEMP,WOMEN,PC_LF,M,2003-10,4.727983,
MEX,UNEMP,WOMEN,PC_LF,M,2003-11,4.998677,
MEX,UNEMP,WOMEN,PC_LF,M,2003-12,4.267353,
MEX,UNEMP,WOMEN,PC_LF,M,2004-01,5.000766,
MEX,UNEMP,WOMEN,PC_LF,M,2004-02,5.169232,
MEX,UNEMP,WOMEN,PC_LF,M,2004-03,4.934721,
MEX,UNEMP,WOMEN,PC_LF,M,2004-04,5.174671,
MEX,UNEMP,WOMEN,PC_LF,M,2004-05,5.103214,
MEX,UNEMP,WOMEN,PC_LF,M,2004-06,5.238183,
MEX,UNEMP,WOMEN,PC_LF,M,2004-07,5.056643,
MEX,UNEMP,WOMEN,PC_LF,M,2004-08,4.908277,
MEX,UNEMP,WOMEN,PC_LF,M,2004-09,5.163884,
MEX,UNEMP,WOMEN,PC_LF,M,2004-10,5.275429,
MEX,UNEMP,WOMEN,PC_LF,M,2004-11,4.846561,
MEX,UNEMP,WOMEN,PC_LF,M,2004-12,5.35385,B
MEX,UNEMP,WOMEN,PC_LF,M,2005-01,4.491575,
MEX,UNEMP,WOMEN,PC_LF,M,2005-02,4.069925,
MEX,UNEMP,WOMEN,PC_LF,M,2005-03,4.319487,
MEX,UNEMP,WOMEN,PC_LF,M,2005-04,4.07496,
MEX,UNEMP,WOMEN,PC_LF,M,2005-05,3.969737,
MEX,UNEMP,WOMEN,PC_LF,M,2005-06,3.928765,
MEX,UNEMP,WOMEN,PC_LF,M,2005-07,4.502142,
MEX,UNEMP,WOMEN,PC_LF,M,2005-08,3.890431,
MEX,UNEMP,WOMEN,PC_LF,M,2005-09,3.501148,
MEX,UNEMP,WOMEN,PC_LF,M,2005-10,3.764122,
MEX,UNEMP,WOMEN,PC_LF,M,2005-11,3.439634,
MEX,UNEMP,WOMEN,PC_LF,M,2005-12,3.549419,
MEX,UNEMP,WOMEN,PC_LF,M,2006-01,3.6437,
MEX,UNEMP,WOMEN,PC_LF,M,2006-02,3.670551,
MEX,UNEMP,WOMEN,PC_LF,M,2006-03,3.687226,
MEX,UNEMP,WOMEN,PC_LF,M,2006-04,3.926254,
MEX,UNEMP,WOMEN,PC_LF,M,2006-05,3.707172,
MEX,UNEMP,WOMEN,PC_LF,M,2006-06,3.786985,
MEX,UNEMP,WOMEN,PC_LF,M,2006-07,4.264195,
MEX,UNEMP,WOMEN,PC_LF,M,2006-08,3.877913,
MEX,UNEMP,WOMEN,PC_LF,M,2006-09,3.836275,
MEX,UNEMP,WOMEN,PC_LF,M,2006-10,4.05347,
MEX,UNEMP,WOMEN,PC_LF,M,2006-11,4.088103,
MEX,UNEMP,WOMEN,PC_LF,M,2006-12,4.168271,
MEX,UNEMP,WOMEN,PC_LF,M,2007-01,4.148295,
MEX,UNEMP,WOMEN,PC_LF,M,2007-02,4.349548,
MEX,UNEMP,WOMEN,PC_LF,M,2007-03,4.921554,
MEX,UNEMP,WOMEN,PC_LF,M,2007-04,4.030117,
MEX,UNEMP,WOMEN,PC_LF,M,2007-05,4.032467,
MEX,UNEMP,WOMEN,PC_LF,M,2007-06,3.990549,
MEX,UNEMP,WOMEN,PC_LF,M,2007-07,3.889405,
MEX,UNEMP,WOMEN,PC_LF,M,2007-08,3.977047,
MEX,UNEMP,WOMEN,PC_LF,M,2007-09,4.043255,
MEX,UNEMP,WOMEN,PC_LF,M,2007-10,3.978053,
MEX,UNEMP,WOMEN,PC_LF,M,2007-11,4.210808,
MEX,UNEMP,WOMEN,PC_LF,M,2007-12,4.000862,
MEX,UNEMP,WOMEN,PC_LF,M,2008-01,4.00035,
MEX,UNEMP,WOMEN,PC_LF,M,2008-02,4.173992,
MEX,UNEMP,WOMEN,PC_LF,M,2008-03,4.20595,
MEX,UNEMP,WOMEN,PC_LF,M,2008-04,4.193688,
MEX,UNEMP,WOMEN,PC_LF,M,2008-05,3.866823,
MEX,UNEMP,WOMEN,PC_LF,M,2008-06,4.269844,
MEX,UNEMP,WOMEN,PC_LF,M,2008-07,4.077279,
MEX,UNEMP,WOMEN,PC_LF,M,2008-08,3.778815,
MEX,UNEMP,WOMEN,PC_LF,M,2008-09,3.984138,
MEX,UNEMP,WOMEN,PC_LF,M,2008-10,3.666067,
MEX,UNEMP,WOMEN,PC_LF,M,2008-11,4.343082,
MEX,UNEMP,WOMEN,PC_LF,M,2008-12,5.238921,
MEX,UNEMP,WOMEN,PC_LF,M,2009-01,5.299002,
MEX,UNEMP,WOMEN,PC_LF,M,2009-02,4.880602,
MEX,UNEMP,WOMEN,PC_LF,M,2009-03,4.900266,
MEX,UNEMP,WOMEN,PC_LF,M,2009-04,4.930624,
MEX,UNEMP,WOMEN,PC_LF,M,2009-05,5.397514,
MEX,UNEMP,WOMEN,PC_LF,M,2009-06,5.197316,
MEX,UNEMP,WOMEN,PC_LF,M,2009-07,5.767321,
MEX,UNEMP,WOMEN,PC_LF,M,2009-08,6.230453,
MEX,UNEMP,WOMEN,PC_LF,M,2009-09,6.289114,
MEX,UNEMP,WOMEN,PC_LF,M,2009-10,5.610135,
MEX,UNEMP,WOMEN,PC_LF,M,2009-11,5.39022,
MEX,UNEMP,WOMEN,PC_LF,M,2009-12,5.335945,
USA,UNEMP,MEN,PC_LF,M,1955-01,4.8,
USA,UNEMP,MEN,PC_LF,M,1955-02,4.5,
USA,UNEMP,MEN,PC_LF,M,1955-03,4.5,
USA,UNEMP,MEN,PC_LF,M,1955-04,4.7,
USA,UNEMP,MEN,PC_LF,M,1955-05,4,
USA,UNEMP,MEN,PC_LF,M,1955-06,3.9,
USA,UNEMP,MEN,PC_LF,M,1955-07,3.8,
USA,UNEMP,MEN,PC_LF,M,1955-08,3.9,
USA,UNEMP,MEN,PC_LF,M,1955-09,3.7,
USA,UNEMP,MEN,PC_LF,M,1955-10,3.9,
USA,UNEMP,MEN,PC_LF,M,1955-11,3.9,
USA,UNEMP,MEN,PC_LF,M,1955-12,3.8,
USA,UNEMP,MEN,PC_LF,M,1956-01,3.8,
USA,UNEMP,MEN,PC_LF,M,1956-02,3.8,
USA,UNEMP,MEN,PC_LF,M,1956-03,3.8,
USA,UNEMP,MEN,PC_LF,M,1956-04,3.6,
USA,UNEMP,MEN,PC_LF,M,1956-05,3.9,
USA,UNEMP,MEN,PC_LF,M,1956-06,4,
USA,UNEMP,MEN,PC_LF,M,1956-07,3.8,
USA,UNEMP,MEN,PC_LF,M,1956-08,3.7,
USA,UNEMP,MEN,PC_LF,M,1956-09,3.6,
USA,UNEMP,MEN,PC_LF,M,1956-10,3.5,
USA,UNEMP,MEN,PC_LF,M,1956-11,4,
USA,UNEMP,MEN,PC_LF,M,1956-12,3.9,
USA,UNEMP,MEN,PC_LF,M,1957-01,3.9,
USA,UNEMP,MEN,PC_LF,M,1957-02,3.6,
USA,UNEMP,MEN,PC_LF,M,1957-03,3.5,
USA,UNEMP,MEN,PC_LF,M,1957-04,3.8,
USA,UNEMP,MEN,PC_LF,M,1957-05,3.8,
USA,UNEMP,MEN,PC_LF,M,1957-06,4,
USA,UNEMP,MEN,PC_LF,M,1957-07,3.8,
USA,UNEMP,MEN,PC_LF,M,1957-08,3.9,
USA,UNEMP,MEN,PC_LF,M,1957-09,4.3,
USA,UNEMP,MEN,PC_LF,M,1957-10,4.4,
USA,UNEMP,MEN,PC_LF,M,1957-11,5.2,
USA,UNEMP,MEN,PC_LF,M,1957-12,5.2,
USA,UNEMP,MEN,PC_LF,M,1958-01,5.7,
USA,UNEMP,MEN,PC_LF,M,1958-02,6.3,
USA,UNEMP,MEN,PC_LF,M,1958-03,6.7,
USA,UNEMP,MEN,PC_LF,M,1958-04,7.3,
USA,UNEMP,MEN,PC_LF,M,1958-05,7.5,
USA,UNEMP,MEN,PC_LF,M,1958-06,7.4,
USA,UNEMP,MEN,PC_LF,M,1958-07,7.6,
USA,UNEMP,MEN,PC_LF,M,1958-08,7.5,
USA,UNEMP,MEN,PC_LF,M,1958-09,7.1,
USA,UNEMP,MEN,PC_LF,M,1958-10,6.7,
USA,UNEMP,MEN,PC_LF,M,1958-11,6.3,
USA,UNEMP,MEN,PC_LF,M,1958-12,6.2,
USA,UNEMP,MEN,PC_LF,M,1959-01,5.9,
USA,UNEMP,MEN,PC_LF,M,1959-02,5.8,
USA,UNEMP,MEN,PC_LF,M,1959-03,5.3,
USA,UNEMP,MEN,PC_LF,M,1959-04,4.8,
USA,UNEMP,MEN,PC_LF,M,1959-05,4.8,
USA,UNEMP,MEN,PC_LF,M,1959-06,4.7,
USA,UNEMP,MEN,PC_LF,M,1959-07,4.9,
USA,UNEMP,MEN,PC_LF,M,1959-08,5.1,
USA,UNEMP,MEN,PC_LF,M,1959-09,5.5,
USA,UNEMP,MEN,PC_LF,M,1959-10,5.5,
USA,UNEMP,MEN,PC_LF,M,1959-11,5.9,
USA,UNEMP,MEN,PC_LF,M,1959-12,5,
USA,UNEMP,MEN,PC_LF,M,1960-01,5,
USA,UNEMP,MEN,PC_LF,M,1960-02,4.6,
USA,UNEMP,MEN,PC_LF,M,1960-03,5.3,
USA,UNEMP,MEN,PC_LF,M,1960-04,5,
USA,UNEMP,MEN,PC_LF,M,1960-05,5,
USA,UNEMP,MEN,PC_LF,M,1960-06,5.2,
USA,UNEMP,MEN,PC_LF,M,1960-07,5.3,
USA,UNEMP,MEN,PC_LF,M,1960-08,5.6,
USA,UNEMP,MEN,PC_LF,M,1960-09,5.5,
USA,UNEMP,MEN,PC_LF,M,1960-10,5.9,
USA,UNEMP,MEN,PC_LF,M,1960-11,6,
USA,UNEMP,MEN,PC_LF,M,1960-12,6.3,
USA,UNEMP,MEN,PC_LF,M,1961-01,6.5,
USA,UNEMP,MEN,PC_LF,M,1961-02,6.6,
USA,UNEMP,MEN,PC_LF,M,1961-03,6.6,
USA,UNEMP,MEN,PC_LF,M,1961-04,6.8,
USA,UNEMP,MEN,PC_LF,M,1961-05,6.9,
USA,UNEMP,MEN,PC_LF,M,1961-06,6.5,
USA,UNEMP,MEN,PC_LF,M,1961-07,6.6,
USA,UNEMP,MEN,PC_LF,M,1961-08,6.4,
USA,UNEMP,MEN,PC_LF,M,1961-09,6.3,
USA,UNEMP,MEN,PC_LF,M,1961-10,6.1,
USA,UNEMP,MEN,PC_LF,M,1961-11,5.8,
USA,UNEMP,MEN,PC_LF,M,1961-12,5.7,
USA,UNEMP,MEN,PC_LF,M,1962-01,5.4,
USA,UNEMP,MEN,PC_LF,M,1962-02,5.2,
USA,UNEMP,MEN,PC_LF,M,1962-03,5.2,
USA,UNEMP,MEN,PC_LF,M,1962-04,5.2,
USA,UNEMP,MEN,PC_LF,M,1962-05,5.2,
USA,UNEMP,MEN,PC_LF,M,1962-06,5.3,
USA,UNEMP,MEN,PC_LF,M,1962-07,5.1,
USA,UNEMP,MEN,PC_LF,M,1962-08,5.3,
USA,UNEMP,MEN,PC_LF,M,1962-09,5.2,
USA,UNEMP,MEN,PC_LF,M,1962-10,5,
USA,UNEMP,MEN,PC_LF,M,1962-11,5.3,
USA,UNEMP,MEN,PC_LF,M,1962-12,5.1,
USA,UNEMP,MEN,PC_LF,M,1963-01,5.4,
USA,UNEMP,MEN,PC_LF,M,1963-02,5.7,
USA,UNEMP,MEN,PC_LF,M,1963-03,5.4,
USA,UNEMP,MEN,PC_LF,M,1963-04,5.4,
USA,UNEMP,MEN,PC_LF,M,1963-05,5.4,
USA,UNEMP,MEN,PC_LF,M,1963-06,5.1,
USA,UNEMP,MEN,PC_LF,M,1963-07,5.1,
USA,UNEMP,MEN,PC_LF,M,1963-08,4.9,
USA,UNEMP,MEN,PC_LF,M,1963-09,4.9,
USA,UNEMP,MEN,PC_LF,M,1963-10,5,
USA,UNEMP,MEN,PC_LF,M,1963-11,5.3,
USA,UNEMP,MEN,PC_LF,M,1963-12,5,
USA,UNEMP,MEN,PC_LF,M,1964-01,5,
USA,UNEMP,MEN,PC_LF,M,1964-02,4.8,
USA,UNEMP,MEN,PC_LF,M,1964-03,4.8,
USA,UNEMP,MEN,PC_LF,M,1964-04,4.8,
USA,UNEMP,MEN,PC_LF,M,1964-05,4.5,
USA,UNEMP,MEN,PC_LF,M,1964-06,4.7,
USA,UNEMP,MEN,PC_LF,M,1964-07,4.4,
USA,UNEMP,MEN,PC_LF,M,1964-08,4.5,
USA,UNEMP,MEN,PC_LF,M,1964-09,4.6,
USA,UNEMP,MEN,PC_LF,M,1964-10,4.5,
USA,UNEMP,MEN,PC_LF,M,1964-11,4.3,
USA,UNEMP,MEN,PC_LF,M,1964-12,4.3,
USA,UNEMP,MEN,PC_LF,M,1965-01,4.3,
USA,UNEMP,MEN,PC_LF,M,1965-02,4.3,
USA,UNEMP,MEN,PC_LF,M,1965-03,4.1,
USA,UNEMP,MEN,PC_LF,M,1965-04,4.3,
USA,UNEMP,MEN,PC_LF,M,1965-05,4.1,
USA,UNEMP,MEN,PC_LF,M,1965-06,3.9,
USA,UNEMP,MEN,PC_LF,M,1965-07,3.9,
USA,UNEMP,MEN,PC_LF,M,1965-08,3.9,
USA,UNEMP,MEN,PC_LF,M,1965-09,3.7,
USA,UNEMP,MEN,PC_LF,M,1965-10,3.7,
USA,UNEMP,MEN,PC_LF,M,1965-11,3.4,
USA,UNEMP,MEN,PC_LF,M,1965-12,3.4,
USA,UNEMP,MEN,PC_LF,M,1966-01,3.4,
USA,UNEMP,MEN,PC_LF,M,1966-02,3.3,
USA,UNEMP,MEN,PC_LF,M,1966-03,3.3,
USA,UNEMP,MEN,PC_LF,M,1966-04,3.1,
USA,UNEMP,MEN,PC_LF,M,1966-05,3.2,
USA,UNEMP,MEN,PC_LF,M,1966-06,3.2,
USA,UNEMP,MEN,PC_LF,M,1966-07,3.2,
USA,UNEMP,MEN,PC_LF,M,1966-08,3.2,
USA,UNEMP,MEN,PC_LF,M,1966-09,3.1,
USA,UNEMP,MEN,PC_LF,M,1966-10,3,
USA,UNEMP,MEN,PC_LF,M,1966-11,3.1,
USA,UNEMP,MEN,PC_LF,M,1966-12,3.2,
USA,UNEMP,MEN,PC_LF,M,1967-01,3,
USA,UNEMP,MEN,PC_LF,M,1967-02,3,
USA,UNEMP,MEN,PC_LF,M,1967-03,3,
USA,UNEMP,MEN,PC_LF,M,1967-04,3.1,
USA,UNEMP,MEN,PC_LF,M,1967-05,3.2,
USA,UNEMP,MEN,PC_LF,M,1967-06,3.2,
USA,UNEMP,MEN,PC_LF,M,1967-07,3,
USA,UNEMP,MEN,PC_LF,M,1967-08,3.1,
USA,UNEMP,MEN,PC_LF,M,1967-09,2.9,
USA,UNEMP,MEN,PC_LF,M,1967-10,3.1,
USA,UNEMP,MEN,PC_LF,M,1967-11,3.1,
USA,UNEMP,MEN,PC_LF,M,1967-12,3.1,
USA,UNEMP,MEN,PC_LF,M,1968-01,3,
USA,UNEMP,MEN,PC_LF,M,1968-02,3.1,
USA,UNEMP,MEN,PC_LF,M,1968-03,3,
USA,UNEMP,MEN,PC_LF,M,1968-04,2.8,
USA,UNEMP,MEN,PC_LF,M,1968-05,2.7,
USA,UNEMP,MEN,PC_LF,M,1968-06,3,
USA,UNEMP,MEN,PC_LF,M,1968-07,2.9,
USA,UNEMP,MEN,PC_LF,M,1968-08,2.8,
USA,UNEMP,MEN,PC_LF,M,1968-09,2.7,
USA,UNEMP,MEN,PC_LF,M,1968-10,2.7,
USA,UNEMP,MEN,PC_LF,M,1968-11,2.7,
USA,UNEMP,MEN,PC_LF,M,1968-12,2.7,
USA,UNEMP,MEN,PC_LF,M,1969-01,2.7,
USA,UNEMP,MEN,PC_LF,M,1969-02,2.6,
USA,UNEMP,MEN,PC_LF,M,1969-03,2.7,
USA,UNEMP,MEN,PC_LF,M,1969-04,2.6,
USA,UNEMP,MEN,PC_LF,M,1969-05,2.6,
USA,UNEMP,MEN,PC_LF,M,1969-06,2.7,
USA,UNEMP,MEN,PC_LF,M,1969-07,2.9,
USA,UNEMP,MEN,PC_LF,M,1969-08,2.8,
USA,UNEMP,MEN,PC_LF,M,1969-09,3.1,
USA,UNEMP,MEN,PC_LF,M,1969-10,3,
USA,UNEMP,MEN,PC_LF,M,1969-11,2.9,
USA,UNEMP,MEN,PC_LF,M,1969-12,3,
USA,UNEMP,MEN,PC_LF,M,1970-01,3.3,
USA,UNEMP,MEN,PC_LF,M,1970-02,3.6,
USA,UNEMP,MEN,PC_LF,M,1970-03,3.7,
USA,UNEMP,MEN,PC_LF,M,1970-04,4,
USA,UNEMP,MEN,PC_LF,M,1970-05,4.2,
USA,UNEMP,MEN,PC_LF,M,1970-06,4.5,
USA,UNEMP,MEN,PC_LF,M,1970-07,4.6,
USA,UNEMP,MEN,PC_LF,M,1970-08,4.6,
USA,UNEMP,MEN,PC_LF,M,1970-09,4.8,
USA,UNEMP,MEN,PC_LF,M,1970-10,5,
USA,UNEMP,MEN,PC_LF,M,1970-11,5.2,
USA,UNEMP,MEN,PC_LF,M,1970-12,5.6,
USA,UNEMP,MEN,PC_LF,M,1971-01,5.4,
USA,UNEMP,MEN,PC_LF,M,1971-02,5.3,
USA,UNEMP,MEN,PC_LF,M,1971-03,5.3,
USA,UNEMP,MEN,PC_LF,M,1971-04,5.2,
USA,UNEMP,MEN,PC_LF,M,1971-05,5.3,
USA,UNEMP,MEN,PC_LF,M,1971-06,5.3,
USA,UNEMP,MEN,PC_LF,M,1971-07,5.4,
USA,UNEMP,MEN,PC_LF,M,1971-08,5.5,
USA,UNEMP,MEN,PC_LF,M,1971-09,5.4,
USA,UNEMP,MEN,PC_LF,M,1971-10,5.2,
USA,UNEMP,MEN,PC_LF,M,1971-11,5.4,
USA,UNEMP,MEN,PC_LF,M,1971-12,5.5,
USA,UNEMP,MEN,PC_LF,M,1972-01,5.3,
USA,UNEMP,MEN,PC_LF,M,1972-02,5.3,
USA,UNEMP,MEN,PC_LF,M,1972-03,5.3,
USA,UNEMP,MEN,PC_LF,M,1972-04,5.1,
USA,UNEMP,MEN,PC_LF,M,1972-05,5.1,
USA,UNEMP,MEN,PC_LF,M,1972-06,4.9,
USA,UNEMP,MEN,PC_LF,M,1972-07,4.8,
USA,UNEMP,MEN,PC_LF,M,1972-08,4.9,
USA,UNEMP,MEN,PC_LF,M,1972-09,4.8,
USA,UNEMP,MEN,PC_LF,M,1972-10,4.8,
USA,UNEMP,MEN,PC_LF,M,1972-11,4.6,
USA,UNEMP,MEN,PC_LF,M,1972-12,4.5,
USA,UNEMP,MEN,PC_LF,M,1973-01,4.2,
USA,UNEMP,MEN,PC_LF,M,1973-02,4.3,
USA,UNEMP,MEN,PC_LF,M,1973-03,4.3,
USA,UNEMP,MEN,PC_LF,M,1973-04,4.3,
USA,UNEMP,MEN,PC_LF,M,1973-05,4.3,
USA,UNEMP,MEN,PC_LF,M,1973-06,4.1,
USA,UNEMP,MEN,PC_LF,M,1973-07,4,
USA,UNEMP,MEN,PC_LF,M,1973-08,4.1,
USA,UNEMP,MEN,PC_LF,M,1973-09,4,
USA,UNEMP,MEN,PC_LF,M,1973-10,3.9,
USA,UNEMP,MEN,PC_LF,M,1973-11,4.1,
USA,UNEMP,MEN,PC_LF,M,1973-12,4.2,
